customer_id,customer_name,customer_tier,region,channel_preference,payment_terms,account_manager
CUST00629,Dixon Trading,SMB,KwaZulu-Natal,Retail,COD,T. Mokoena
CUST00630,"Dalton, Salazar and Peterson",Enterprise,KwaZulu-Natal,Retail,Net 30,A. Petersen
CUST00631,Wilson Trading,Mid-Market,Eastern Cape,Distributor,Net 60,T. Mokoena
CUST00632,Smith Trading,SMB,Free State,Wholesale,Net 30,S. Naidoo
CUST00633,Howard Trading,SMB,Gauteng,Retail,Net 15,A. Petersen
CUST00634,Kennedy Trading,SMB,Gauteng,Wholesale,COD,L. van Wyk
CUST00635,Brown Trading,SMB,Western Cape,Wholesale,COD,A. Petersen
CUST00636,Medina Inc,Enterprise,Limpopo,Distributor,Net 15,T. Mokoena
CUST00637,Dean Trading,SMB,Limpopo,Ecommerce,Net 30,N. Dlamini
CUST00638,Brown Trading,Mid-Market,Gauteng,Retail,Net 15,S. Naidoo
CUST00639,Delacruz and Sons,Enterprise,Gauteng,Distributor,COD,L. van Wyk
CUST00640,"Webster, Alvarado and Spencer",Enterprise,KwaZulu-Natal,Ecommerce,COD,A. Petersen
CUST00641,Allen Trading,SMB,KwaZulu-Natal,Wholesale,Net 30,A. Petersen
CUST00642,Gilbert Trading,Mid-Market,Limpopo,Wholesale,Net 45,T. Mokoena
CUST00643,Grant Trading,Mid-Market,Eastern Cape,Wholesale,Net 60,S. Naidoo
CUST00644,Gonzalez Trading,SMB,Eastern Cape,Retail,Net 15,A. Petersen
CUST00645,Rivera Trading,SMB,Limpopo,Retail,Net 30,N. Dlamini
CUST00646,Franco Trading,Mid-Market,Eastern Cape,Ecommerce,COD,S. Naidoo
CUST00647,Edwards Trading,SMB,Western Cape,Distributor,Net 45,N. Dlamini
CUST00648,Smith Group,Key Account,Western Cape,Ecommerce,COD,N. Dlamini
CUST00649,Curtis-Thomas,Enterprise,Free State,Distributor,Net 30,L. van Wyk
CUST00650,Armstrong LLC,Key Account,Gauteng,Retail,Net 60,S. Naidoo
CUST00651,Romero Trading,Mid-Market,Eastern Cape,Retail,Net 60,A. Petersen
CUST00652,Pena Trading,SMB,Limpopo,Wholesale,Net 15,T. Mokoena
CUST00653,Shaw Trading,SMB,KwaZulu-Natal,Distributor,Net 30,T. Mokoena
CUST00654,Bennett Trading,SMB,Western Cape,Retail,Net 15,S. Naidoo
CUST00655,Gardner Trading,Mid-Market,Free State,Retail,Net 15,N. Dlamini
CUST00656,Scott Trading,SMB,Eastern Cape,Ecommerce,Net 45,N. Dlamini
CUST00657,Norton Trading,SMB,Western Cape,Distributor,Net 30,L. van Wyk
CUST00658,Oconnell Trading,SMB,Gauteng,Retail,Net 15,T. Mokoena
CUST00659,Davis-Wilkerson,Enterprise,Limpopo,Retail,Net 15,T. Mokoena
CUST00660,White Trading,SMB,Limpopo,Wholesale,Net 30,L. van Wyk
CUST00661,Vaughn Trading,SMB,Limpopo,Ecommerce,Net 30,S. Naidoo
CUST00662,Beck Trading,SMB,Eastern Cape,Distributor,Net 60,A. Petersen
CUST00663,Green Trading,SMB,Eastern Cape,Retail,Net 15,N. Dlamini
CUST00664,Sanchez Trading,SMB,Western Cape,Wholesale,Net 15,L. van Wyk
CUST00665,Gibson Trading,SMB,Limpopo,Retail,Net 60,A. Petersen
CUST00666,Smith Trading,SMB,Gauteng,Retail,COD,S. Naidoo
CUST00667,Riley-Randolph,Enterprise,Eastern Cape,Wholesale,COD,T. Mokoena
CUST00668,Cruz Trading,SMB,Eastern Cape,Retail,Net 15,A. Petersen
CUST00669,Gomez Trading,SMB,Limpopo,Distributor,Net 45,N. Dlamini
CUST00670,Leach Trading,SMB,Eastern Cape,Wholesale,Net 30,S. Naidoo
CUST00671,Maxwell and Sons,Enterprise,KwaZulu-Natal,Ecommerce,Net 45,S. Naidoo
CUST00672,Brown Trading,SMB,Free State,Wholesale,Net 30,L. van Wyk
CUST00673,Wheeler Trading,SMB,Free State,Distributor,COD,N. Dlamini
CUST00674,Roberts Trading,SMB,Western Cape,Distributor,Net 15,A. Petersen
CUST00675,Smith Trading,SMB,Free State,Retail,Net 45,T. Mokoena
CUST00676,Ortega Trading,SMB,Eastern Cape,Ecommerce,Net 60,A. Petersen
CUST00677,Jones Trading,SMB,KwaZulu-Natal,Wholesale,COD,T. Mokoena
CUST00678,Sanford Trading,Mid-Market,Gauteng,Ecommerce,COD,L. van Wyk
CUST00679,Swanson Trading,SMB,Free State,Wholesale,Net 15,N. Dlamini
CUST00680,Nguyen Trading,SMB,Western Cape,Ecommerce,Net 60,N. Dlamini
CUST00681,Fisher Trading,Mid-Market,Western Cape,Distributor,Net 30,S. Naidoo
CUST00682,Murphy Trading,SMB,Free State,Ecommerce,Net 30,A. Petersen
CUST00683,Moreno Trading,SMB,Limpopo,Ecommerce,Net 60,A. Petersen
CUST00684,Jackson Trading,SMB,Western Cape,Distributor,Net 60,T. Mokoena
CUST00685,Anderson Trading,SMB,Gauteng,Retail,COD,S. Naidoo
CUST00686,Erickson Trading,Mid-Market,Gauteng,Distributor,COD,T. Mokoena
CUST00687,Parker-Blake,Enterprise,Western Cape,Wholesale,Net 30,S. Naidoo
CUST00688,Rice Inc,Enterprise,KwaZulu-Natal,Retail,COD,S. Naidoo
CUST00689,Elliott Trading,Mid-Market,Western Cape,Retail,Net 60,T. Mokoena
CUST00690,Robbins Ltd,Key Account,KwaZulu-Natal,Distributor,Net 60,N. Dlamini
CUST00691,Phillips Trading,SMB,KwaZulu-Natal,Wholesale,Net 15,L. van Wyk
CUST00692,Richardson Trading,Mid-Market,Eastern Cape,Ecommerce,Net 15,A. Petersen
CUST00693,Baker Trading,Mid-Market,Free State,Ecommerce,Net 15,A. Petersen
CUST00694,Sosa-Newman,Enterprise,Eastern Cape,Ecommerce,Net 30,S. Naidoo
CUST00695,Hess Trading,SMB,Gauteng,Distributor,Net 60,N. Dlamini
CUST00696,Powers Trading,SMB,KwaZulu-Natal,Wholesale,Net 60,N. Dlamini
CUST00697,"Cervantes, Wilson and Huang",Enterprise,Western Cape,Ecommerce,COD,S. Naidoo
CUST00698,Santiago Trading,SMB,KwaZulu-Natal,Wholesale,COD,T. Mokoena
CUST00699,Allison Trading,SMB,KwaZulu-Natal,Wholesale,Net 15,N. Dlamini
CUST00700,Coleman Trading,SMB,Gauteng,Retail,COD,L. van Wyk
CUST00701,Torres Trading,SMB,Eastern Cape,Wholesale,Net 45,L. van Wyk
CUST00702,Payne Group,Enterprise,KwaZulu-Natal,Distributor,COD,L. van Wyk
CUST00703,Novak Trading,Mid-Market,Free State,Wholesale,Net 15,L. van Wyk
CUST00704,Snow Trading,SMB,Gauteng,Ecommerce,COD,T. Mokoena
CUST00705,Jones Trading,SMB,Gauteng,Retail,Net 30,S. Naidoo
CUST00706,Pacheco-Franco,Enterprise,Western Cape,Retail,Net 60,N. Dlamini
CUST00707,Lee Trading,SMB,Free State,Distributor,COD,L. van Wyk
CUST00708,Bennett LLC,Enterprise,Western Cape,Distributor,Net 15,N. Dlamini
CUST00709,Santos Trading,SMB,Western Cape,Wholesale,Net 45,A. Petersen
CUST00710,Thompson Trading,Mid-Market,Limpopo,Ecommerce,Net 30,T. Mokoena
CUST00711,Nichols Trading,SMB,Gauteng,Distributor,Net 60,A. Petersen
CUST00712,"Miller, Reynolds and Robinson",Enterprise,Western Cape,Retail,Net 30,N. Dlamini
CUST00713,Lowe Trading,SMB,KwaZulu-Natal,Distributor,Net 15,N. Dlamini
CUST00714,Graves Trading,SMB,Western Cape,Ecommerce,COD,L. van Wyk
CUST00715,Robinson-Bryant,Enterprise,KwaZulu-Natal,Distributor,Net 45,L. van Wyk
CUST00716,Bennett Inc,Enterprise,KwaZulu-Natal,Retail,Net 60,L. van Wyk
CUST00717,Dunn Trading,SMB,Eastern Cape,Ecommerce,Net 15,L. van Wyk
CUST00718,Gibson Trading,SMB,Eastern Cape,Distributor,Net 30,S. Naidoo
CUST00719,"Johnson, Brown and Rodriguez",Enterprise,Free State,Retail,Net 15,N. Dlamini
CUST00720,Hughes Trading,SMB,KwaZulu-Natal,Distributor,Net 60,S. Naidoo
CUST00721,Bishop Trading,Mid-Market,Eastern Cape,Distributor,Net 60,L. van Wyk
CUST00722,May Trading,Mid-Market,Western Cape,Distributor,Net 30,N. Dlamini
CUST00723,Woods Trading,SMB,Limpopo,Retail,Net 60,A. Petersen
CUST00724,"Hall, Waters and Cardenas",Enterprise,Free State,Wholesale,COD,L. van Wyk
CUST00725,Hunter Trading,SMB,Western Cape,Wholesale,Net 15,S. Naidoo
CUST00726,Murray Trading,SMB,Gauteng,Distributor,Net 15,S. Naidoo
CUST00727,Hoffman-Ramirez,Enterprise,KwaZulu-Natal,Ecommerce,COD,N. Dlamini
CUST00728,Anderson Trading,SMB,Eastern Cape,Ecommerce,Net 30,A. Petersen
CUST00729,Fletcher Trading,SMB,Gauteng,Distributor,COD,L. van Wyk
CUST00730,Bullock Trading,SMB,Free State,Retail,COD,A. Petersen
CUST00731,Paul Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 45,T. Mokoena
CUST00732,Craig Trading,SMB,Eastern Cape,Distributor,COD,S. Naidoo
CUST00733,Wright Trading,SMB,Western Cape,Distributor,COD,L. van Wyk
CUST00734,Burton Inc,Enterprise,KwaZulu-Natal,Wholesale,COD,L. van Wyk
CUST00735,Reed-Crawford,Enterprise,KwaZulu-Natal,Retail,Net 30,T. Mokoena
CUST00736,Weaver Trading,SMB,Eastern Cape,Retail,Net 15,S. Naidoo
CUST00737,White Trading,SMB,Limpopo,Distributor,Net 30,T. Mokoena
CUST00738,Clark Trading,Mid-Market,Free State,Retail,Net 15,L. van Wyk
CUST00739,Mitchell Trading,SMB,Eastern Cape,Distributor,Net 60,T. Mokoena
CUST00740,Howard and Sons,Enterprise,Free State,Wholesale,COD,T. Mokoena
CUST00741,Diaz Trading,Mid-Market,Eastern Cape,Wholesale,Net 60,A. Petersen
CUST00742,Potts Trading,SMB,Western Cape,Wholesale,COD,S. Naidoo
CUST00743,Hatfield Trading,SMB,Gauteng,Ecommerce,Net 15,T. Mokoena
CUST00744,Soto Trading,SMB,Eastern Cape,Distributor,COD,N. Dlamini
CUST00745,Bush Trading,SMB,Eastern Cape,Distributor,Net 15,L. van Wyk
CUST00746,Curry Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 15,T. Mokoena
CUST00747,Escobar Trading,Mid-Market,Limpopo,Retail,Net 30,N. Dlamini
CUST00748,Gaines Trading,SMB,Western Cape,Wholesale,Net 15,S. Naidoo
CUST00749,Smith Trading,Mid-Market,KwaZulu-Natal,Distributor,Net 60,N. Dlamini
CUST00750,Whitaker Ltd,Enterprise,Limpopo,Retail,Net 45,S. Naidoo
CUST00751,Jensen Trading,Mid-Market,Free State,Retail,Net 15,T. Mokoena
CUST00752,Young Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 45,L. van Wyk
CUST00753,Gibson Group,Enterprise,Eastern Cape,Ecommerce,Net 15,L. van Wyk
CUST00754,Zamora Trading,SMB,Free State,Distributor,Net 60,N. Dlamini
CUST00755,Stone Trading,SMB,Limpopo,Ecommerce,Net 60,A. Petersen
CUST00756,Wagner Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,N. Dlamini
CUST00757,Bush Trading,SMB,KwaZulu-Natal,Ecommerce,Net 30,T. Mokoena
CUST00758,Mendoza Trading,Mid-Market,Limpopo,Ecommerce,Net 15,S. Naidoo
CUST00759,Smith Trading,SMB,Western Cape,Retail,Net 60,L. van Wyk
CUST00760,Deleon Trading,Mid-Market,Limpopo,Wholesale,COD,L. van Wyk
CUST00761,Moore Group,Key Account,KwaZulu-Natal,Distributor,Net 45,L. van Wyk
CUST00762,Davis Trading,Mid-Market,Free State,Wholesale,Net 30,S. Naidoo
CUST00763,Andrews Trading,Mid-Market,Limpopo,Distributor,Net 30,A. Petersen
CUST00764,Miller Trading,SMB,Western Cape,Wholesale,Net 30,N. Dlamini
CUST00765,Walter Trading,SMB,Limpopo,Ecommerce,Net 60,S. Naidoo
CUST00766,"Stewart, Hines and Brown",Enterprise,KwaZulu-Natal,Retail,Net 15,T. Mokoena
CUST00767,Le Trading,SMB,KwaZulu-Natal,Distributor,Net 30,T. Mokoena
CUST00768,Eaton Trading,SMB,KwaZulu-Natal,Distributor,COD,L. van Wyk
CUST00769,Watkins Trading,SMB,Limpopo,Retail,Net 45,S. Naidoo
CUST00770,Murray Trading,SMB,Limpopo,Distributor,Net 60,T. Mokoena
CUST00771,Whitaker Trading,SMB,Western Cape,Wholesale,Net 15,T. Mokoena
CUST00772,Hudson Trading,SMB,Free State,Distributor,Net 15,T. Mokoena
CUST00773,"Moore, Wilcox and Johnson",Enterprise,Western Cape,Retail,Net 45,T. Mokoena
CUST00774,Malone Trading,Mid-Market,Western Cape,Ecommerce,COD,N. Dlamini
CUST00775,Gutierrez Trading,SMB,Western Cape,Wholesale,Net 60,S. Naidoo
CUST00776,Mejia Trading,SMB,Gauteng,Wholesale,Net 60,L. van Wyk
CUST00777,Fowler Trading,Mid-Market,Eastern Cape,Distributor,Net 45,L. van Wyk
CUST00778,Rogers Trading,SMB,Free State,Wholesale,Net 30,N. Dlamini
CUST00779,"Nguyen, Davenport and Montgomery",Enterprise,Free State,Wholesale,COD,N. Dlamini
CUST00780,Whitaker Trading,Mid-Market,Western Cape,Wholesale,Net 30,T. Mokoena
CUST00781,Mcbride Trading,SMB,Eastern Cape,Ecommerce,Net 15,N. Dlamini
CUST00782,Lopez PLC,Enterprise,KwaZulu-Natal,Ecommerce,Net 45,A. Petersen
CUST00783,Vega Trading,Mid-Market,KwaZulu-Natal,Distributor,Net 15,T. Mokoena
CUST00784,Moreno Ltd,Key Account,Eastern Cape,Ecommerce,Net 15,S. Naidoo
CUST00785,Wilson-Brown,Enterprise,Eastern Cape,Retail,Net 15,S. Naidoo
CUST00786,Pierce Trading,Mid-Market,Western Cape,Wholesale,COD,A. Petersen
CUST00787,Gutierrez Trading,SMB,Gauteng,Ecommerce,COD,L. van Wyk
CUST00788,Martinez PLC,Enterprise,KwaZulu-Natal,Retail,Net 60,N. Dlamini
CUST00789,Jones Trading,Mid-Market,Limpopo,Retail,COD,N. Dlamini
CUST00790,Hamilton Trading,SMB,Eastern Cape,Retail,Net 60,T. Mokoena
CUST00791,Robinson Trading,SMB,Western Cape,Wholesale,COD,T. Mokoena
CUST00792,Burton Trading,SMB,Gauteng,Ecommerce,Net 60,A. Petersen
CUST00793,Solis Trading,Mid-Market,Eastern Cape,Retail,Net 60,A. Petersen
CUST00794,Wallace Trading,SMB,Gauteng,Retail,Net 45,S. Naidoo
CUST00795,Stout Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 30,L. van Wyk
CUST00796,Smith Trading,SMB,Gauteng,Distributor,Net 15,L. van Wyk
CUST00797,Thornton Trading,SMB,Gauteng,Retail,COD,N. Dlamini
CUST00798,"Mata, Allen and Clark",Enterprise,Limpopo,Distributor,Net 15,N. Dlamini
CUST00799,Atkinson Trading,Mid-Market,Gauteng,Retail,Net 30,S. Naidoo
CUST00800,Webster Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,N. Dlamini
CUST00801,Perry Trading,SMB,Western Cape,Retail,Net 30,T. Mokoena
CUST00802,Daniels-Schaefer,Enterprise,KwaZulu-Natal,Distributor,COD,N. Dlamini
CUST00803,Johnson Ltd,Enterprise,Gauteng,Retail,Net 15,S. Naidoo
CUST00804,Bryant Trading,SMB,Eastern Cape,Ecommerce,COD,T. Mokoena
CUST00805,"Giles, Perkins and Cortez",Enterprise,Western Cape,Retail,Net 45,L. van Wyk
CUST00806,Bates Group,Key Account,KwaZulu-Natal,Distributor,Net 45,L. van Wyk
CUST00807,Walters Trading,Mid-Market,Western Cape,Retail,Net 15,N. Dlamini
CUST00808,Hancock-Sanchez,Key Account,Western Cape,Retail,Net 45,A. Petersen
CUST00809,Brooks Trading,SMB,Free State,Distributor,Net 15,A. Petersen
CUST00810,Suarez Trading,SMB,KwaZulu-Natal,Retail,Net 15,L. van Wyk
CUST00811,Santiago Inc,Enterprise,Gauteng,Distributor,Net 45,N. Dlamini
CUST00812,Waters Trading,SMB,Limpopo,Ecommerce,COD,A. Petersen
CUST00813,Anderson Trading,Mid-Market,Free State,Wholesale,Net 30,A. Petersen
CUST00814,Huffman Trading,SMB,Limpopo,Retail,Net 45,S. Naidoo
CUST00815,Carroll Trading,SMB,Limpopo,Distributor,Net 15,A. Petersen
CUST00816,"Williams, Zhang and Baker",Enterprise,Free State,Retail,COD,S. Naidoo
CUST00817,Thomas Trading,SMB,Eastern Cape,Distributor,Net 15,N. Dlamini
CUST00818,Kelly Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 30,T. Mokoena
CUST00819,Jennings Trading,SMB,Western Cape,Distributor,Net 45,S. Naidoo
CUST00820,Richards Trading,SMB,Eastern Cape,Distributor,COD,L. van Wyk
CUST00821,Gutierrez Trading,SMB,Gauteng,Distributor,COD,N. Dlamini
CUST00822,Shaffer Trading,SMB,Gauteng,Retail,COD,A. Petersen
CUST00823,Nguyen Inc,Key Account,Limpopo,Ecommerce,Net 60,A. Petersen
CUST00824,Silva Trading,SMB,Limpopo,Distributor,Net 30,T. Mokoena
CUST00825,"Pratt, Willis and Medina",Enterprise,Western Cape,Distributor,Net 30,A. Petersen
CUST00826,Cook Trading,Mid-Market,Free State,Distributor,Net 30,L. van Wyk
CUST00827,Garcia Trading,SMB,Limpopo,Wholesale,COD,T. Mokoena
CUST00828,Daniel Trading,SMB,Limpopo,Ecommerce,Net 60,A. Petersen
CUST00829,Hall Trading,SMB,Gauteng,Retail,Net 15,L. van Wyk
CUST00830,Kelly Trading,SMB,Limpopo,Distributor,COD,T. Mokoena
CUST00831,Anderson Trading,Mid-Market,Western Cape,Retail,Net 45,S. Naidoo
CUST00832,Jones Trading,SMB,Western Cape,Ecommerce,COD,L. van Wyk
CUST00833,Malone Trading,SMB,Limpopo,Retail,Net 45,L. van Wyk
CUST00834,Jones Trading,Mid-Market,Free State,Wholesale,Net 45,N. Dlamini
CUST00835,Martin Trading,SMB,Gauteng,Distributor,Net 60,L. van Wyk
CUST00836,"Scott, Mercer and Thomas",Enterprise,Western Cape,Wholesale,Net 15,N. Dlamini
CUST00837,Holmes Trading,SMB,Free State,Ecommerce,Net 60,L. van Wyk
CUST00838,Beck Trading,SMB,Free State,Wholesale,Net 30,L. van Wyk
CUST00839,Espinoza PLC,Key Account,KwaZulu-Natal,Distributor,Net 15,S. Naidoo
CUST00840,Shea Trading,SMB,Limpopo,Ecommerce,Net 60,T. Mokoena
CUST00841,Pittman Trading,Mid-Market,Free State,Wholesale,Net 15,S. Naidoo
CUST00842,Davis Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 15,S. Naidoo
CUST00843,Russell Trading,SMB,Limpopo,Ecommerce,COD,T. Mokoena
CUST00844,Lewis Trading,Mid-Market,Free State,Distributor,Net 60,T. Mokoena
CUST00845,"Davis, Harris and Rodriguez",Enterprise,Eastern Cape,Retail,Net 60,N. Dlamini
CUST00846,Reyes Trading,SMB,Western Cape,Retail,COD,S. Naidoo
CUST00847,Jackson Trading,SMB,Western Cape,Ecommerce,Net 30,S. Naidoo
CUST00848,Smith LLC,Enterprise,Limpopo,Ecommerce,Net 15,A. Petersen
CUST00849,Holland Trading,SMB,Eastern Cape,Retail,Net 60,A. Petersen
CUST00850,Armstrong-Miller,Enterprise,Limpopo,Distributor,Net 15,A. Petersen
CUST00851,Anderson Trading,Mid-Market,Limpopo,Ecommerce,COD,L. van Wyk
CUST00852,Phelps Trading,SMB,Limpopo,Ecommerce,Net 60,N. Dlamini
CUST00853,Contreras Trading,SMB,KwaZulu-Natal,Wholesale,Net 60,L. van Wyk
CUST00854,White Group,Enterprise,Limpopo,Ecommerce,Net 60,A. Petersen
CUST00855,Gutierrez Trading,Mid-Market,Western Cape,Wholesale,Net 30,L. van Wyk
CUST00856,Harper Trading,SMB,Limpopo,Retail,Net 15,S. Naidoo
CUST00857,Eaton Trading,Mid-Market,Gauteng,Distributor,COD,L. van Wyk
CUST00858,Chavez Trading,SMB,KwaZulu-Natal,Wholesale,Net 15,A. Petersen
CUST00859,Smith-Garcia,Enterprise,Gauteng,Ecommerce,Net 45,S. Naidoo
CUST00860,Miller Trading,SMB,KwaZulu-Natal,Retail,Net 60,T. Mokoena
CUST00861,Hamilton Trading,SMB,Free State,Ecommerce,COD,T. Mokoena
CUST00862,Robbins Trading,SMB,Western Cape,Retail,Net 60,S. Naidoo
CUST00863,Brooks Trading,SMB,Free State,Distributor,COD,T. Mokoena
CUST00864,Mitchell Trading,SMB,Western Cape,Ecommerce,Net 30,T. Mokoena
CUST00865,Mitchell Trading,SMB,Free State,Distributor,Net 60,N. Dlamini
CUST00866,Phelps Trading,SMB,KwaZulu-Natal,Distributor,Net 15,A. Petersen
CUST00867,Lewis Ltd,Enterprise,Western Cape,Retail,Net 30,L. van Wyk
CUST00868,"Jones, Johnston and Hernandez",Enterprise,Gauteng,Distributor,Net 30,A. Petersen
CUST00869,Hoover Trading,Mid-Market,Gauteng,Ecommerce,Net 60,A. Petersen
CUST00870,Avila Trading,SMB,Gauteng,Ecommerce,Net 15,T. Mokoena
CUST00871,Glass Trading,SMB,Gauteng,Wholesale,Net 60,A. Petersen
CUST00872,Hancock Trading,SMB,Gauteng,Wholesale,Net 15,L. van Wyk
CUST00873,Mccarthy-Buck,Enterprise,Western Cape,Distributor,COD,S. Naidoo
CUST00874,Thomas Trading,SMB,Limpopo,Ecommerce,COD,N. Dlamini
CUST00875,Reid Trading,SMB,Western Cape,Ecommerce,Net 60,N. Dlamini
CUST00876,Bailey Trading,Mid-Market,Western Cape,Ecommerce,Net 45,L. van Wyk
CUST00877,Cardenas Trading,SMB,Eastern Cape,Distributor,Net 30,N. Dlamini
CUST00878,Garcia Trading,SMB,Gauteng,Retail,Net 60,N. Dlamini
CUST00879,Hanson Trading,Mid-Market,Free State,Retail,COD,T. Mokoena
CUST00880,Miranda PLC,Enterprise,Gauteng,Ecommerce,Net 30,A. Petersen
CUST00881,Mata Trading,SMB,Eastern Cape,Distributor,Net 45,N. Dlamini
CUST00882,Carroll Trading,SMB,Free State,Wholesale,Net 15,L. van Wyk
CUST00883,Lawrence Trading,Mid-Market,Free State,Ecommerce,Net 15,T. Mokoena
CUST00884,Holden Trading,Mid-Market,Limpopo,Ecommerce,COD,A. Petersen
CUST00885,"Olson, Reid and Elliott",Enterprise,Western Cape,Retail,COD,N. Dlamini
CUST00886,Coffey Trading,Mid-Market,Eastern Cape,Retail,Net 30,S. Naidoo
CUST00887,Morrow Trading,Mid-Market,Limpopo,Ecommerce,Net 15,L. van Wyk
CUST00888,Patterson-Koch,Enterprise,Free State,Wholesale,Net 15,S. Naidoo
CUST00889,Smith Trading,SMB,KwaZulu-Natal,Wholesale,COD,S. Naidoo
CUST00890,Jefferson Trading,Mid-Market,Free State,Retail,Net 60,L. van Wyk
CUST00891,Andrews Trading,Mid-Market,Gauteng,Ecommerce,COD,T. Mokoena
CUST00892,Young Trading,SMB,Limpopo,Distributor,Net 30,T. Mokoena
CUST00893,Smith Trading,SMB,Limpopo,Wholesale,COD,T. Mokoena
CUST00894,Taylor Trading,Mid-Market,Western Cape,Ecommerce,Net 45,L. van Wyk
CUST00895,Clark Trading,SMB,Limpopo,Ecommerce,Net 60,S. Naidoo
CUST00896,Yates Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 45,S. Naidoo
CUST00897,Garner Trading,SMB,Western Cape,Wholesale,Net 45,T. Mokoena
CUST00898,"Armstrong, Chen and Wheeler",Enterprise,Western Cape,Ecommerce,Net 45,L. van Wyk
CUST00899,Lewis Trading,SMB,KwaZulu-Natal,Distributor,Net 60,N. Dlamini
CUST00900,Mitchell Trading,SMB,Free State,Retail,Net 30,S. Naidoo
CUST00901,Dunn-Porter,Enterprise,Western Cape,Ecommerce,COD,N. Dlamini
CUST00902,"Haley, Sanchez and Cox",Enterprise,Free State,Retail,Net 60,A. Petersen
CUST00903,Blankenship Trading,SMB,Free State,Wholesale,COD,A. Petersen
CUST00904,Smith Trading,SMB,Free State,Distributor,Net 15,T. Mokoena
CUST00905,Jackson Trading,SMB,Free State,Ecommerce,Net 15,L. van Wyk
CUST00906,Bowen Trading,SMB,Gauteng,Distributor,Net 30,A. Petersen
CUST00907,Gordon Trading,SMB,Western Cape,Wholesale,Net 60,S. Naidoo
CUST00908,Andrews Trading,SMB,Western Cape,Wholesale,Net 45,T. Mokoena
CUST00909,Tran Trading,SMB,Eastern Cape,Wholesale,COD,T. Mokoena
CUST00910,Johnson Trading,SMB,Gauteng,Wholesale,Net 60,T. Mokoena
CUST00911,Sanders Trading,SMB,Eastern Cape,Retail,COD,T. Mokoena
CUST00912,Madden Trading,SMB,Free State,Ecommerce,Net 30,A. Petersen
CUST00913,Alvarez Trading,SMB,Western Cape,Distributor,Net 45,T. Mokoena
CUST00914,Chavez Trading,Mid-Market,Gauteng,Ecommerce,Net 45,S. Naidoo
CUST00915,Mcgee Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,L. van Wyk
CUST00916,Boyd-Fleming,Enterprise,Gauteng,Wholesale,Net 45,S. Naidoo
CUST00917,Wang Trading,SMB,Free State,Ecommerce,Net 15,S. Naidoo
CUST00918,Meyer Trading,SMB,KwaZulu-Natal,Retail,Net 15,L. van Wyk
CUST00919,White and Sons,Enterprise,Limpopo,Retail,Net 45,L. van Wyk
CUST00920,Stanley Trading,SMB,Free State,Wholesale,Net 45,N. Dlamini
CUST00921,Olsen Trading,SMB,Western Cape,Wholesale,Net 15,A. Petersen
CUST00922,Drake Trading,SMB,Free State,Wholesale,COD,S. Naidoo
CUST00923,Cohen Trading,SMB,Western Cape,Distributor,Net 60,A. Petersen
CUST00924,Mcdaniel Trading,Mid-Market,Limpopo,Ecommerce,COD,S. Naidoo
CUST00925,Carson Trading,SMB,Eastern Cape,Distributor,Net 15,S. Naidoo
CUST00926,"Buckley, Reyes and Powell",Enterprise,Free State,Wholesale,Net 60,S. Naidoo
CUST00927,Perez Trading,Mid-Market,Free State,Ecommerce,Net 15,T. Mokoena
CUST00928,Cummings Group,Enterprise,Free State,Retail,Net 15,L. van Wyk
CUST00929,Quinn Trading,SMB,Gauteng,Retail,Net 15,A. Petersen
CUST00930,Rodriguez Inc,Enterprise,Free State,Distributor,Net 15,A. Petersen
CUST00931,Tanner Trading,SMB,Eastern Cape,Retail,Net 60,A. Petersen
CUST00932,Pearson Trading,Mid-Market,Gauteng,Distributor,Net 15,A. Petersen
CUST00933,Taylor Trading,SMB,Gauteng,Distributor,Net 60,L. van Wyk
CUST00934,Smith Trading,SMB,Gauteng,Distributor,Net 15,L. van Wyk
CUST00935,Carpenter Trading,Mid-Market,Eastern Cape,Ecommerce,Net 60,A. Petersen
CUST00936,Smith Trading,SMB,Western Cape,Ecommerce,Net 45,S. Naidoo
CUST00937,Pratt-Hall,Enterprise,Gauteng,Ecommerce,Net 60,A. Petersen
CUST00938,Cole Trading,SMB,Western Cape,Retail,COD,A. Petersen
CUST00939,Sullivan Trading,SMB,Free State,Retail,Net 45,S. Naidoo
CUST00940,Mcintyre Trading,Mid-Market,KwaZulu-Natal,Distributor,Net 30,N. Dlamini
CUST00941,Reid Trading,SMB,Limpopo,Ecommerce,Net 30,A. Petersen
CUST00942,Erickson Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,S. Naidoo
CUST00943,Ramos Trading,SMB,Free State,Distributor,Net 15,T. Mokoena
CUST00944,Rodriguez Trading,Mid-Market,Eastern Cape,Ecommerce,Net 30,A. Petersen
CUST00945,Garner Trading,SMB,Limpopo,Distributor,Net 15,N. Dlamini
