Order Date,Order ID,Invoice No,Product Name,SKU,Category,Sub Category,Customer ID,Customer,Customer Tier,Region,Sales Channel,Warehouse,Sales Rep,Qty,Unit Price,Unit Cost,Sales Amt,Gross Profit,Currency,Exchange Rate,Promotion,Order Status,Payment Terms,Return Reason,Delivery Days,Notes
2024/06/28,ORD-202406-012921,INV-202406-012921,Widget Gamma,SKU003,Hardware,Tools,CUST01524,Wilson Trading,SMB,Western Cape,Retail,Durban Hub,T. Mokoena,10,$210.66,R139.55,2106.6,711.1,ZAR,1.0,Year End Promo,Completed,Net 30,,8,promo order
2024-10-28,ORD-202410-012922,INV-202410-012922,Widget Alpha,SKU001,Hardware,Fasteners,CUST00053,Spencer Trading,SMB,Gauteng,Retail,Durban Hub,N. Dlamini,9,83.1,46.72,747.9,327.42,ZAR,1.0,None,Completed,Net 30,,9,VIP customer
2025-04-05,ORD-202504-012923,INV-202504-012923,Widget Delta,SKU004,Hardware,Tools,CUST00693,Baker Trading,Mid-Market,Free State,Ecommerce,Cape Town DC,A. Petersen,12,282.70,207.39,3392.4,903.72,ZAR,1.0,None,Completed,Net 15,,14,
2024-08-05,ORD-202408-012924,INV-202408-012924,Widget Nova,SKU007,Accessories,Batteries,CUST01348,Walker Trading,SMB,Limpopo,Ecommerce,Cape Town DC,N. Dlamini,12,126.8,75.01,"$1,521.60",621.48,ZAR,1.0,None,Completed,Net 60,,6,rush delivery
2025-12-12,ORD-202512-012925,INV-202512-012925,Widget Orion,SKU008,Electronics,Sensors,CUST01146,Gonzalez Trading,SMB,Gauteng,Wholesale,Pretoria Hub,A. Petersen,8,477.57,301.99,3820.56,1404.64,ZAR,1.0,None,Completed,Net 45,,25,VIP customer
2024-02-17,ORD-202402-012926,INV-202402-012926,Widget Rift,SKU011,Packaging,Boxes,CUST01612,Howell Trading,SMB,Western Cape,Retail,Durban Hub,T. Mokoena,18,17.33,R8.21,311.94,164.16,ZAR,1.0,Bundle Discount,Completed,Net 30,,10,manual correction
,ORD-202410-012927,INV-202410-012927,Widget Spark,SKU012,Packaging,Labels,CUST01307,Blevins and Sons,Key Account,Free State,Wholesale,Johannesburg DC,S. Naidoo,159,9.72,4.09,1545.48,895.17,ZAR,1.0,Launch Campaign,Completed,Net 30,,6,promo order
2024-07-06,ORD-202407-012928,INV-202407-012928,Widget Orion,SKU008,Electronics,Sensors,CUST01655,Simpson-Powers,Enterprise,KwaZulu-Natal,Retail,Durban Hub,T. Mokoena,6,$429.22,299.36,2575.32,779.16,ZAR,1.0,None,Completed,Net 45,,27,
2025-03-01,ORD-202503-012929,INV-202503-012929,Widget Echo,SKU005,Accessories,Cables,CUST01695,White-Taylor,Enterprise,Limpopo,Ecommerce,Durban Hub,S. Naidoo,18,33.74,17.81,607.32,286.74,ZAR,1.0,None,Completed,Net 15,,13,VIP customer
2025-03-12,ORD-202503-012930,INV-202503-012930,Widget Rift,SKU011,Packaging,Boxes,CUST00160,Jordan Trading,SMB,Free State,Retail,Johannesburg DC,N. Dlamini,26,17.21,$8.12,447.46,236.34,ZAR,1.0,Summer Promo,Completed,Net 60,,1,rush delivery
2025-05-07,ORD-202505-012931,INV-202505-012931,Widget Pulse,SKU009,Electronics,Sensors,CUST00678,Sanford Trading,Mid-Market,Gauteng,Ecommerce,Cape Town DC,L. van Wyk,11,514.59,358.7,5660.49,1714.79,ZAR,1.0,None,Completed,COD,,30,promo order
2025-05-13,ORD-202505-012932,INV-202505-012932,Widget Spark,SKU012,Packaging,Labels,CUST00707,Lee Trading,SMB,Free State,Distributor,Cape Town DC,L. van Wyk,61,10.41,3.95,635.01,394.06,ZAR,1.0,None,Completed,COD,,3,promo order
2024-03-15,ORD-202403-012933,INV-202403-012933,Widget Delta,SKU004,Hardware,Tools,CUST01420,"Fox, Doyle and Peterson",Enterprise,Gauteng,Retail,Cape Town DC,N. Dlamini,25,$266.39,R197.44,6659.75,1723.75,ZAR,1.0,None,Completed,Net 30,,5,
2024-04-12,ORD-202404-012934,INV-202404-012934,Widget Spark,SKU012,Packaging,Labels,CUST01579,Hall Trading,SMB,Western Cape,Retail,Pretoria Hub,N. Dlamini,27,11.96,4.1,322.92,212.22,ZAR,1.0,None,Completed,Net 15,,5,promo order
2024-12-01,ORD-202412-012935,INV-202412-012935,Widget Orion,SKU008,Electronics,Sensors,CUST00897,Garner Trading,SMB,Western Cape,Wholesale,Cape Town DC,T. Mokoena,0,463.26,322.92,$0.00,0.0,ZAR,1.0,None,Cancelled,Net 45,,25,VIP customer
2024-05-06,ORD-202405-012936,INV-202405-012936,Widget Gamma,SKU003,Hardware,Tools,CUST00418,Kirby LLC,Key Account,Western Cape,Ecommerce,Durban Hub,T. Mokoena,21,188.08,146.69,3949.68,869.19,ZAR,1.0,Year End Promo,Completed,COD,,7,
2025-12-12,ORD-202512-012937,INV-202512-012937,Widget Echo,SKU005,Accessories,Cables,CUST00564,Shannon Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Pretoria Hub,A. Petersen,16,39.24,17.33,627.84,350.56,ZAR,1.0,None,Completed,Net 45,,16,promo order
2024-01-13,ORD-202401-012938,INV-202401-012938,Widget Pulse,SKU009,Electronics,Sensors,CUST00616,Briggs PLC,Key Account,KwaZulu-Natal,Wholesale,Pretoria Hub,A. Petersen,0,437.36,361.38,0,0.0,ZAR,1.0,None,Cancelled,Net 45,,22,VIP customer
2024-08-07,ORD-202408-012939,INV-202408-012939,Widget Nova,SKU007,Accessories,Batteries,CUST00638,Brown Trading,Mid-Market,Gauteng,Retail,Durban Hub,S. Naidoo,21,116.3,73.09,2442.3,907.41,ZAR,1.0,Bundle Discount,Completed,Net 15,,4,
2025-02-01,ORD-202502-012940,INV-202502-012940,Widget Pulse,SKU009,Electronics,Sensors,CUST01613,Ramirez Trading,Mid-Market,Eastern Cape,Ecommerce,Pretoria Hub,S. Naidoo,11,479.43,336.91,"R5,273.73",1567.72,ZAR,1.0,None,Completed,Net 15,,25,VIP customer
2024-08-19,ORD-202408-012941,INV-202408-012941,Widget Nova,SKU007,Accessories,Batteries,CUST01044,Burns Trading,SMB,Western Cape,Retail,Johannesburg DC,L. van Wyk,11,116.62,74.07,1282.82,468.05,ZAR,1.0,None,Completed,Net 15,,7,
2025-05-13,ORD-202505-012942,INV-202505-012942,Widget Alpha,SKU001,Hardware,Fasteners,CUST00325,Mckinney Trading,Mid-Market,Gauteng,Retail,Johannesburg DC,S. Naidoo,9,79.82,47.1,718.38,294.48,ZAR,1.0,Year End Promo,Completed,Net 30,,3,manual correction
2024-08-24,ORD-202408-012943,INV-202408-012943,Widget Alpha,SKU001,Hardware,Fasteners,CUST01795,Campbell Group,Enterprise,Eastern Cape,Distributor,Durban Hub,A. Petersen,66,66.91,48.62,4416.06,1207.14,ZAR,1.0,None,Completed,Net 45,,5,VIP customer
2025-09-13,ORD-202509-012944,INV-202509-012944,Widget Beta,SKU002,Hardware,Fasteners,CUST01363,Lara PLC,Key Account,Free State,Wholesale,Johannesburg DC,T. Mokoena,-17,79.78,52.64,-1356.26,-461.38,ZAR,1.0,Launch Campaign,Returned,Net 45,Damaged,8,
2025-06-10,ORD-202506-012945,INV-202506-012945,Widget Echo,SKU005,Accessories,Cables,CUST01734,"Williams, Wolfe and Brooks",Enterprise,Free State,Ecommerce,Johannesburg DC,T. Mokoena,15,36.51,18.83,547.65,265.2,USD,19.5854,None,Completed,Net 60,,13,
,ORD-202509-012946,INV-202509-012946,Widget Spark,SKU012,Packaging,Labels,CUST00076,Coleman Trading,Mid-Market,Limpopo,Retail,Johannesburg DC,A. Petersen,24,R10.76,4.1,$258.24,159.84,ZAR,1.0,None,Completed,Net 30,,2,manual correction
2024-07-31,ORD-202407-012947,INV-202407-012947,Widget Nova,SKU007,Accessories,Batteries,CUST01533,Patel Trading,SMB,Free State,Distributor,Johannesburg DC,L. van Wyk,29,$117.84,72.45,"$3,417.36","R1,316.31",ZAR,1.0,Bundle Discount,Completed,Net 30,,8,VIP customer
2025-07-16,ORD-202507-012948,INV-202507-012948,Widget Quantum,SKU010,Electronics,Controllers,CUST01325,King Trading,SMB,Gauteng,Wholesale,Cape Town DC,A. Petersen,6,688.6,R503.34,4131.6,1111.56,ZAR,1.0,Bundle Discount,Completed,Net 45,,25,
2024-09-23,ORD-202409-012949,INV-202409-012949,Widget Nova,SKU007,Accessories,Batteries,CUST01118,White Trading,SMB,Eastern Cape,Wholesale,Durban Hub,L. van Wyk,32,115.58,72.44,3698.56,1380.48,ZAR,1.0,None,Completed,COD,,4,manual correction
2024-04-19,ORD-202404-012950,INV-202404-012950,Widget Beta,SKU002,Hardware,Fasteners,CUST00693,Baker Trading,Mid-Market,Free State,Ecommerce,Cape Town DC,A. Petersen,10,93.3,52.28,933.0,410.2,ZAR,1.0,None,Completed,Net 15,,11,
2025-09-03,ORD-202509-012951,INV-202509-012951,Widget Delta,SKU004,Hardware,Tools,CUST01394,Anderson Trading,SMB,Eastern Cape,Ecommerce,Durban Hub,L. van Wyk,8,$308.27,199.21,2466.16,872.48,ZAR,1.0,Summer Promo,Completed,Net 60,,8,VIP customer
2024-04-17,ORD-202404-012952,INV-202404-012952,Widget Flux,SKU006,Accessories,Cables,CUST01028,Chaney Trading,SMB,Western Cape,Distributor,Durban Hub,S. Naidoo,59,48.61,24.18,2867.99,1441.37,USD,18.2797,Bundle Discount,Completed,COD,,18,rush delivery
2025-01-23,ORD-202501-012953,INV-202501-012953,Widget Orion,SKU008,Electronics,Sensors,CUST00874,Thomas Trading,SMB,Limpopo,Ecommerce,Cape Town DC,N. Dlamini,9,474.53,301.74,4270.77,1555.11,ZAR,1.0,None,Completed,COD,,23,manual correction
2024-03-04,ORD-202403-012954,INV-202403-012954,Widget Orion,SKU008,Electronics,Sensors,CUST01258,"Robles, Henderson and Payne",Key Account,Free State,Wholesale,Durban Hub,L. van Wyk,21,402.81,314.18,8459.01,1861.23,ZAR,1.0,Year End Promo,Completed,Net 45,,26,promo order
2024-12-16,ORD-202412-012955,INV-202412-012955, Widget Quantum  ,SKU010,Electronics,Controllers,CUST00235,Houston Trading,SMB,Gauteng,Distributor,Johannesburg DC,S. Naidoo,9,723.13,529.0,6508.17,1747.17,ZAR,1.0,Summer Promo,Completed,COD,,22,manual correction
2024-03-06,ORD-202403-012956,INV-202403-012956,Widget Rift,SKU011,Packaging,Boxes,CUST00484,Lewis Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Johannesburg DC,A. Petersen,22,17.04,8.2,374.88,194.48,ZAR,1.0,Summer Promo,Completed,Net 30,,1,promo order
2025-02-17,ORD-202502-012957,INV-202502-012957,Widget Gamma,SKU003,Hardware,Tools,CUST00203,Gonzalez Trading,Mid-Market,Gauteng,Retail,Durban Hub,N. Dlamini,6,205.29,138.73,1231.74,399.36,ZAR,1.0,Bundle Discount,Completed,Net 30,,6,manual correction
2025-09-13,ORD-202509-012958,INV-202509-012958,Widget Nova,,Accessories,Batteries,CUST00667,Riley-Randolph,Enterprise,Eastern Cape,Wholesale,Johannesburg DC,T. Mokoena,77,103.74,72.95,7987.98,2370.83,ZAR,1.0,None,Completed,COD,,4,rush delivery
2025-02-21,ORD-202502-012959,INV-202502-012959,Widget Alpha,SKU001,Hardware,Fasteners,CUST00228,Newman Trading,SMB,Gauteng,Retail,Pretoria Hub,L. van Wyk,3,R85.91,45.99,257.73,119.76,ZAR,1.0,Bundle Discount,Completed,Net 30,,3,
2024-07-21,ORD-202407-012960,INV-202407-012960,Widget Pulse,SKU009,Electronics,Sensors,CUST01125,"Thompson, Mcneil and Mckenzie",Enterprise,Western Cape,Retail,Pretoria Hub,L. van Wyk,12,477.16,350.1,5725.92,1524.72,ZAR,1.0,None,Completed,Net 30,,21,
2025-06-06,ORD-202506-012961,INV-202506-012961,Widget Beta,SKU002,Hardware,Fasteners,CUST01384,Carpenter Trading,SMB,Eastern Cape,Retail,Johannesburg DC,L. van Wyk,4,96.77,53.73,387.08,172.16,USD,18.9185,None,Completed,Net 60,,5,manual correction
2025-03-07,ORD-202503-012962,INV-202503-012962,Widget Quantum,SKU010,Electronics,Controllers,CUST01201,,Mid-Market,Western Cape,Retail,Durban Hub,A. Petersen,2,707.64,503.2,1415.28,408.88,ZAR,1.0,Launch Campaign,Completed,Net 30,,26,VIP customer
2025-08-16,ORD-202508-012963,INV-202508-012963,Widget Spark,SKU012,Packaging,Labels,CUST00473,Beard Trading,SMB,Free State,Distributor,Durban Hub,S. Naidoo,65,10.76,4.03,699.4,437.45,ZAR,1.0,None,Completed,Net 15,,2,VIP customer
2024-10-17,ORD-202410-012964,INV-202410-012964,Widget Echo,SKU005,Accessories,Cables,CUST01172,Richardson PLC,Enterprise,Western Cape,Ecommerce,Pretoria Hub,N. Dlamini,24,35.09,18.16,842.16,406.32,ZAR,1.0,None,Completed,Net 15,,13,VIP customer
2025-12-08,ORD-202512-012965,INV-202512-012965,Widget Flux,SKU006,Accessories,Cables,CUST00694,Sosa-Newman,Enterprise,Eastern Cape,Ecommerce,Durban Hub,S. Naidoo,37,47.03,23.47,"1,740.11",871.72,ZAR,1.0,None,Completed,Net 30,,11,promo order
2025-07-22,ORD-202507-012966,INV-202507-012966,Widget Alpha,SKU001,Hardware,Fasteners,CUST00760,Deleon Trading,Mid-Market,Limpopo,Wholesale,Cape Town DC,L. van Wyk,22,77.57,46.74,1706.54,678.26,ZAR,1.0,Summer Promo,Completed,COD,,10,VIP customer
2025-06-25,ORD-202506-012967,INV-202506-012967,Widget Quantum,SKU010,Electronics,Controllers,CUST00419,Castillo-Lam,Key Account,Gauteng,Ecommerce,Johannesburg DC,T. Mokoena,9,679.81,507.06,"6,118.29",1554.75,ZAR,1.0,None,Completed,Net 45,,16,rush delivery
2025-08-16,ORD-202508-012968,INV-202508-012968,Widget Spark,SKU012,Packaging,Labels,CUST00191,Curry Trading,SMB,KwaZulu-Natal,Distributor,Cape Town DC,T. Mokoena,59,R10.58,4.11,624.22,381.73,USD,18.0691,None,Completed,Net 45,,8,
12/07/2025,ORD-202512-012969,INV-202512-012969,Widget Gamma,SKU003,Hardware,Tools,CUST00677,Jones Trading,SMB,KwaZulu-Natal,Wholesale,Durban Hub,T. Mokoena,18,216.4,140.5,3895.2,1366.2,ZAR,1.0,None,Completed,COD,,8,manual correction
2024-01-06,ORD-202401-012970,INV-202401-012970,Widget Flux,SKU006,Accessories,Cables,CUST01296,Fox Trading,SMB,Free State,Ecommerce,Pretoria Hub,A. Petersen,0,54.9,24.61,0.0,0.0,ZAR,1.0,None,Cancelled,Net 45,,17,promo order
2025-02-23,ORD-202502-012971,INV-202502-012971,Widget Rift,SKU011,Packaging,Boxes,CUST00880,Miranda PLC,Enterprise,Gauteng,Ecommerce,Johannesburg DC,A. Petersen,36,16.91,7.74,608.76,330.12,ZAR,1.0,None,Completed,Net 30,,5,
2024-02-27,ORD-202402-012972,INV-202402-012972,Widget Nova,SKU007,Accessories,Batteries,CUST00276,Carr Trading,SMB,Free State,Wholesale,Pretoria Hub,A. Petersen,35,118.95,71.53,4163.25,1659.7,ZAR,1.0,Bundle Discount,Completed,Net 60,,3,VIP customer
2025-12-29,ORD-202512-012973,INV-202512-012973,Widget Flux,SKU006,Accessories,Cables,CUST01594,"Ward, Robinson and Schaefer",Enterprise,Limpopo,Distributor,Johannesburg DC,T. Mokoena,118,47.88,23.3,5649.84,2900.44,ZAR,1.0,Launch Campaign,Completed,Net 15,,15,promo order
2025-06-24,ORD-202506-012974,INV-202506-012974,Widget Nova,SKU007,Accessories,Batteries,CUST01632,Schultz LLC,Enterprise,Free State,Wholesale,Cape Town DC,T. Mokoena,54,106.79,71.96,5766.66,1880.82,ZAR,1.0,None,Completed,Net 30,,6,
2025-11-24,ORD-202511-012975,INV-202511-012975,Widget Orion,SKU008,Electronics,Sensors,CUST00732,Craig Trading,SMB,Eastern Cape,Distributor,Durban Hub,S. Naidoo,10,424.47,306.89,4244.7,1175.8,ZAR,1.0,Summer Promo,Completed,COD,,20,manual correction
2025-04-27,ORD-202504-012976,INV-202504-012976,Widget Orion,SKU008,Electronics,Sensors,CUST01292,Young Trading,Mid-Market,Western Cape,Retail,Johannesburg DC,S. Naidoo,3,473.93,323.26,1421.79,452.01,ZAR,1.0,None,Completed,Net 45,,25,manual correction
,ORD-202502-012977,INV-202502-012977,Widget Rift,SKU011,Packaging,Boxes,CUST01317,Roberts Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Cape Town DC,N. Dlamini,20,$16.04,8.02,320.8,160.4,ZAR,1.0,None,Completed,Net 45,,7,rush delivery
2024-06-04,ORD-202406-012978,INV-202406-012978,Widget Nova,SKU007,Accessories,Batteries,CUST01770,Kim Ltd,Key Account,Limpopo,Ecommerce,Durban Hub,T. Mokoena,36,99.38,71.85,"R3,577.68",991.08,USD,19.2621,Bundle Discount,Completed,COD,,4,rush delivery
2024-12-09,ORD-202412-012979,INV-202412-012979,Widget Echo,SKU005,Accessories,Cables,CUST01731,Stokes Trading,SMB,Free State,Retail,Durban Hub,T. Mokoena,15,39.87,18.12,598.05,326.25,ZAR,1.0,None,Completed,Net 45,,14,VIP customer
2025-12-13,ORD-202512-012980,INV-202512-012980,Widget Echo,SKU005,Accessories,Cables,CUST00446,"Anderson, Rogers and Murphy",Enterprise,Gauteng,Distributor,Johannesburg DC,T. Mokoena,111,33.0,17.54,3663.0,1716.06,ZAR,1.0,None,Completed,Net 60,,17,manual correction
2025-02-17,ORD-202502-012981,INV-202502-012981,Widget Quantum,SKU010,Electronics,Controllers,CUST00073, Clark-Perry  ,Enterprise,Limpopo,Wholesale,Durban Hub,N. Dlamini,12,683.52,494.02,8202.24,2274.0,ZAR,1.0,None,Completed,Net 60,,24,manual correction
2024-09-09,ORD-202409-012982,INV-202409-012982,Widget Rift,SKU011,Packaging,Boxes,CUST01142,Moody Trading,SMB,KwaZulu-Natal,Ecommerce,Johannesburg DC,S. Naidoo,18,18.05,8.4,324.9,173.7,ZAR,1.0,Launch Campaign,Completed,Net 45,,2,
2025-09-11,ORD-202509-012983,INV-202509-012983,Widget Alpha,SKU001,Hardware,Fasteners,CUST00748,Gaines Trading,SMB,Western Cape,Wholesale,Durban Hub,S. Naidoo,20,81.2,46.36,1624.0,696.8,ZAR,1.0,None,Completed,Net 15,,6,rush delivery
01-02-2024,ORD-202402-012984,INV-202402-012984,Widget Quantum,SKU010,Electronics,Controllers,CUST00471,Thomas Trading,SMB,KwaZulu-Natal,Distributor,Johannesburg DC,T. Mokoena,6,692.05,522.77,4152.3,"R1,015.68",ZAR,1.0,None,Completed,Net 60,,20,rush delivery
06-07-2025,ORD-202507-012985,INV-202507-012985,Widget Flux,SKU006,Accessories,Cables,CUST00226,Lewis Trading,SMB,Free State,Ecommerce,Cape Town DC,S. Naidoo,13,$54.51,23.52,708.63,R402.87,ZAR,1.0,None,Completed,Net 60,,17,manual correction
2024-10-05,ORD-202410-012986,INV-202410-012986,Widget Flux,SKU006,Accessories,Cables,CUST00639,Delacruz and Sons,Enterprise,Gauteng,Distributor,Pretoria Hub,L. van Wyk,121,46.11,23.75,5579.31,2705.56,ZAR,1.0,None,Completed,COD,,14,rush delivery
2024-04-24,ORD-202404-012987,INV-202404-012987,Widget Quantum,SKU010,Electronics,Controllers,CUST00175,"Lewis, Frank and Schmitt",Enterprise,KwaZulu-Natal,Distributor,Durban Hub,T. Mokoena,16,630.25,493.53,10084.0,2187.52,ZAR,1.0,Bundle Discount,Completed,Net 45,,15,rush delivery
2025-05-19,ORD-202505-012988,INV-202505-012988,Widget Alpha,SKU001,Hardware,Fasteners,CUST00989,Branch Trading,Mid-Market,Eastern Cape,Ecommerce,Cape Town DC,A. Petersen,8,81.43,48.06,651.44,266.96,ZAR,1.0,None,Completed,Net 30,,9,VIP customer
,ORD-202410-012989,INV-202410-012989,Widget Quantum,SKU010,Electronics,Controllers,CUST01684,Guzman Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Johannesburg DC,L. van Wyk,5,715.26,498.99,3576.3,1081.35,ZAR,1.0,None,Completed,Net 30,,20,rush delivery
2025-09-02,ORD-202509-012990,INV-202509-012990,Widget Gamma,SKU003,Hardware,Tools,CUST00099,Perez Trading,SMB,Eastern Cape,Retail,Johannesburg DC,L. van Wyk,12,224.5,140.3,"R2,694.00",1010.4,ZAR,1.0,Bundle Discount,Completed,Net 45,,10,
2024-10-05,ORD-202410-012991,INV-202410-012991,Widget Rift,SKU011,Packaging,Boxes,CUST00437,Meyer Trading,Mid-Market,Western Cape,Wholesale,Johannesburg DC,T. Mokoena,76,15.8,7.87,1200.8,R602.68,ZAR,1.0,None,Completed,Net 45,,5,manual correction
2025-07-17,ORD-202507-012992,INV-202507-012992,Widget Alpha,SKU001,Hardware,Fasteners,CUST01183,Lopez Trading,SMB,Free State,Ecommerce,Durban Hub,N. Dlamini,-5,78.83,48.27,394.15,152.8,ZAR,1.0,Year End Promo,Completed,Net 30,,1,VIP customer
2024-01-31,ORD-202401-012993,INV-202401-012993,Widget Beta,SKU002,Hardware,Fasteners,CUST01213,Stewart Trading,Mid-Market,Free State,Retail,Cape Town DC,N. Dlamini,11,R84.33,R55.37,927.63,318.56,ZAR,1.0,None,Completed,Net 45,,9,
2024-05-13,ORD-202405-012994,INV-202405-012994, Widget Quantum  ,SKU010,Electronics,Controllers,CUST00900,Mitchell Trading,SMB,Free State,Retail,Pretoria Hub,S. Naidoo,1,763.87,515.21,763.87,248.66,ZAR,1.0,None,Completed,Net 30,,22,rush delivery
2025-04-08,ORD-202504-012995,INV-202504-012995,Widget Gamma,SKU003,Hardware,Tools,CUST01589,Galloway Trading,SMB,Eastern Cape,Ecommerce,Durban Hub,N. Dlamini,3,217.73,138.83,653.19,236.7,ZAR,1.0,None,Completed,Net 60,,8,promo order
2025-03-01,ORD-202503-012996,INV-202503-012996,Widget Echo,SKU005,Accessories,Cables,CUST00859,Smith-Garcia,Enterprise,Gauteng,Ecommerce,Cape Town DC,S. Naidoo,23,36.47,18.88,838.81,404.57,ZAR,1.0,Launch Campaign,Completed,Net 45,,16,manual correction
2025-07-28,ORD-202507-012997,INV-202507-012997, Widget Spark  ,SKU012,Packaging,Labels,CUST00987,Miller Trading,SMB,Limpopo,Wholesale,Johannesburg DC,N. Dlamini,43,11.67,3.86,501.81,335.83,ZAR,1.0,Year End Promo,Completed,Net 45,,8,promo order
2025-10-15,ORD-202510-012998,INV-202510-012998,Widget Rift,SKU011,Packaging,Boxes,CUST00509,Snyder Trading,SMB,Gauteng,Retail,Johannesburg DC,A. Petersen,20,17.92,8.3,358.4,192.4,ZAR,1.0,None,Completed,Net 30,,1,manual correction
2025-05-10,ORD-202505-012999,INV-202505-012999,Widget Beta,SKU002,Hardware,Fasteners,CUST01021,Wong Trading,Mid-Market,Limpopo,Distributor,Cape Town DC,S. Naidoo,27,79.72,55.73,2152.44,647.73,ZAR,1.0,Year End Promo,Completed,Net 45,,9,manual correction
2024-05-14,ORD-202405-013000,INV-202405-013000,Widget Alpha,SKU001,Hardware,Fasteners,CUST00602,Ortiz Trading,SMB,Western Cape,Wholesale,Pretoria Hub,L. van Wyk,18,82.3,47.84,1481.4,620.28,ZAR,1.0,None,Completed,Net 60,,4,
2024-11-06,ORD-202411-013001,INV-202411-013001,Widget Quantum,SKU010,Electronics,Controllers,CUST00907,Gordon Trading,SMB,Western Cape,Wholesale,Johannesburg DC,S. Naidoo,6,R732.44,$518.22,4394.64,1285.32,ZAR,1.0,Launch Campaign,Completed,Net 60,,23,promo order
2025-01-24,ORD-202501-013002,INV-202501-013002, Widget Spark  ,SKU012,Packaging,Labels,CUST00555,Figueroa Trading,Mid-Market,Limpopo,Wholesale,Durban Hub,A. Petersen,53,11.37,4.03,602.61,389.02,ZAR,1.0,None,Completed,Net 15,,7,
2025-12-10,ORD-202512-013003,INV-202512-013003,Widget Rift,SKU011,Packaging,Boxes,CUST00516,Clark Trading,Mid-Market,Free State,Distributor,Cape Town DC,N. Dlamini,130,15.79,8.03,2052.7,1008.8,ZAR,1.0,None,Completed,Net 30,,5,promo order
2025-05-09,ORD-202505-013004,INV-202505-013004,Widget Orion,SKU008,Electronics,Sensors,CUST00190,Harrison and Sons,Key Account,Eastern Cape,Wholesale,Johannesburg DC,A. Petersen,19,395.73,319.39,7518.87,1450.46,ZAR,1.0,None,Completed,Net 45,,21,manual correction
2025-06-17,ORD-202506-013005,INV-202506-013005,Widget Pulse,SKU009,Electronics,Sensors,CUST01038,Martin Trading,Mid-Market,Western Cape,Ecommerce,Cape Town DC,S. Naidoo,7,R493.03,360.24,3451.21,929.53,ZAR,1.0,Summer Promo,Completed,COD,,20,rush delivery
2024-08-29,ORD-202408-013006,INV-202408-013006,Widget Alpha,SKU001,Hardware,Fasteners,CUST00551,Solis-Sanchez,Enterprise,Limpopo,Wholesale,Pretoria Hub,T. Mokoena,30,69.68,47.02,2090.4,679.8,ZAR,1.0,Year End Promo,Completed,Net 30,,15,promo order
2025-08-20,ORD-202508-013007,INV-202508-013007,Widget Pulse,SKU009,Electronics,Sensors,CUST01353,Jackson Trading,Mid-Market,Free State,Wholesale,Johannesburg DC,T. Mokoena,17,R440.70,356.77,7491.9,"R1,426.81",ZAR,1.0,Summer Promo,Completed,Net 15,,25,
2025-06-24,ORD-202506-013008,INV-202506-013008,Widget Spark,SKU012,Packaging,Labels,CUST01277,Cruz Trading,Mid-Market,Limpopo,Ecommerce,Johannesburg DC,S. Naidoo,28,10.91,4.02,305.48,192.92,ZAR,1.0,None,Completed,Net 30,,2,rush delivery
2025-04-16,ORD-202504-013009,INV-202504-013009,Widget Beta,SKU002,Hardware,Fasteners,CUST01282,Fry Trading,Mid-Market,Western Cape,Retail,Durban Hub,T. Mokoena,6,90.93,55.09,545.58,215.04,ZAR,1.0,None,Completed,Net 45,,5,rush delivery
2025-01-02,ORD-202501-013010,INV-202501-013010,Widget Pulse,SKU009,Electronics,Sensors,CUST00986,Rivera-Ellison,Enterprise,Free State,Distributor,Pretoria Hub,S. Naidoo,30,442.67,343.31,13280.1,2980.8,ZAR,1.0,Summer Promo,Completed,Net 45,,19,rush delivery
2024-06-21,ORD-202406-013011,INV-202406-013011,Widget Spark,SKU012,Packaging,Labels,CUST01166,Davis Trading,SMB,Eastern Cape,Wholesale,Cape Town DC,T. Mokoena,32,11.52,3.99,368.64,240.96,ZAR,1.0,None,Completed,COD,,6,VIP customer
2025-06-18,ORD-202506-013012,INV-202506-013012,Widget Orion,SKU008,Electronics,Sensors,CUST00780,Whitaker Trading,Mid-Market,Western Cape,Wholesale,Durban Hub,T. Mokoena,8,441.78,323.09,3534.24,949.52,ZAR,1.0,Summer Promo,Completed,Net 30,,21,promo order
2024-02-10,ORD-202402-013013,INV-202402-013013,Widget Flux,SKU006,Hardware ,Cables,CUST00480,Wilkinson and Sons,Enterprise,KwaZulu-Natal,Ecommerce,Cape Town DC,S. Naidoo,23,47.22,23.38,1086.06,R548.32,ZAR,1.0,None,Completed,COD,,12,manual correction
2024-01-13,ORD-202401-013014,INV-202401-013014,Widget Gamma,SKU003,Hardware,Tools,CUST00053,Spencer Trading,SMB,Gauteng,Retail,Cape Town DC,N. Dlamini,8,213.1,139.66,1704.8,587.52,USD,17.6043,None,Completed,Net 30,,10,VIP customer
2024-12-04,ORD-202412-013015,INV-202412-013015,Widget Nova,SKU007,Accessories,Batteries,CUST00593,Hill-Steele,Enterprise,Eastern Cape,Ecommerce,Pretoria Hub,T. Mokoena,49,116.55,76.04,5710.95,1984.99,ZAR,1.0,None,Completed,Net 30,,2,manual correction
